"","X1","adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","year"
"161",853,"False",NA,60000000,"['Horror', 'Mystery', 'Thriller']",NA,11015,"tt0120004","en","The Relic","A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",7.699967,"/jD853TWyJYuksMldrFWaXMovRg0.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 15278}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-10,33956608,110,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The Next Evolution In Terror.","The Relic","False",5.8,130,1997
"162",10387,"False",NA,32000000,"['Drama', 'Thriller', 'Crime']",NA,59,"tt0399146","en","A History of Violence","An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.",11.119707,"/mz1qCHXxTUJm2AqOdW3IIpwYdo3.jpg","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'DC Comics', 'id': 429}, {'name': 'BenderSpink', 'id': 6363}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-09-23,60740827,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Tom Stall had the perfect life... until he became a hero.","A History of Violence","False",6.9,850,2005
"163",5366,"False",NA,9000000,"['Comedy']",NA,8764,"tt0088286","en","Top Secret!","Popular and dashing American singer Nick Rivers travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond, he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric and Flammond to attempt the rescue of her father, Dr. Paul, from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine.",5.971241,"/2ArC4IAAGXf3hTVJCzQfE0G5Vbf.jpg","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-06-08,20458340,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'yi', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","Released","Don't tell anyone.","Top Secret!","False",7,241,1984
"164",21349,"False",NA,18000000,"['Comedy', 'Drama']",NA,160588,"tt2334873","en","Blue Jasmine","Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",12.61244,"/tXzOAeub5ZaxGv9vkJLtU0aNenl.jpg","[{'name': 'Perdido Productions', 'id': 12966}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-07-25,99206215,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Blue Moon. I used to know the words. Now they're all a jumble.","Blue Jasmine","False",7,1126,2013
"165",6321,"False",NA,6000000,"['Western']",NA,38765,"tt0065547","en","Chisum","Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County land war.",3.334076,"/rZ2LU3vnSvpRVafHuCfczDAhGrF.jpg","[{'name': 'Batjac Productions', 'id': 2532}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1970-07-23,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","THE LEGEND - John Wayne is 'Chisum'","Chisum","False",6.7,49,1970
"166",1998,"False","{'id': 91361, 'name': 'Halloween Collection', 'poster_path': '/2uqHV6YcD9jEL2WuJYjXiiuRDqd.jpg', 'backdrop_path': '/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg'}",17000000,"['Horror', 'Thriller']",NA,11675,"tt0120694","en","Halloween: H20","Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",8.619068,"/crycJDHRvpQyZeQyRYtIZKIpNzK.jpg","[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-05,55041738,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Blood is thicker than Water.","Halloween: H20","False",5.7,306,1998
"167",3120,"False",NA,15000000,"['Drama', 'Mystery', 'Thriller']",NA,18681,"tt0120662","en","Eye of the Beholder","A reclusive surveillance expert is hired to spy on a mysterious blackmailer, who just may be a serial killer.",3.773058,"/8HqoPlkABscGIUUrv5DBq7SLdKm.jpg","[{'name': 'Destination Films', 'id': 769}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1999-09-04,0,109,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","Obsession is in the eye of the beholder.","Eye of the Beholder","False",5.3,42,1999
"168",3401,"False",NA,0,"['Crime', 'Drama', 'History']",NA,48211,"tt0067698","en","Sacco e Vanzetti","The story of two anarchists who were charged and unfairly tried for murder when it was really for their political convictions.",1.560752,"/btsv0nXnXGgngjhUch2pWPg5k1S.jpg","[{'name': 'Unidis', 'id': 2400}, {'name': 'Jolly Film', 'id': 10481}, {'name': 'Theatre Le Rex S.A.', 'id': 10483}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1971-03-16,0,120,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released",NA,"Sacco & Vanzetti","False",6.8,21,1971
"169",20221,"False",NA,0,"['Fantasy', 'Animation', 'Comedy', 'Drama']","http://www.bitterfilms.com",147538,"tt2396224","en","It's Such a Beautiful Day","Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",3.974088,"/pZSikkx4GwY12GHzF3HVrJ8ZsMj.jpg","[{'name': 'Bitter Films', 'id': 63349}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-05,0,62,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"It's Such a Beautiful Day","False",7.8,94,2012
"170",3058,"False",NA,45000000,"['Comedy', 'Family', 'Science Fiction']",NA,926,"tt0177789","en","Galaxy Quest","The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.",15.831374,"/ahpUPhVlwAWic9N0SfNkxs8e66W.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Gran Via Productions', 'id': 2605}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-23,90683916,102,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A comedy of Galactic Proportions.","Galaxy Quest","False",6.9,722,1999
"171",543,"False",NA,50000000,"['Action', 'Thriller']",NA,9057,"tt0111400","en","Terminal Velocity","A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.",8.012225,"/iPcXoYCuRu92mQy0wfUCp3wqnmb.jpg","[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Nomura Babcock & Brown', 'id': 12883}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-23,16478900,102,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's not the fall that kills you...","Terminal Velocity","False",5,82,1994
"172",5445,"False",NA,0,"['Comedy']",NA,18913,"tt0099128","en","Betsy's Wedding","Offbeat fashion student Betsy Hopper and her straight-laced investment-banker fiancé, Dylan Walsh, just want an intimate little wedding reception, but Betsy's father, Eddie, a Long Island construction contractor, feels so threatened by Jake's rich WASP parents that he blows the ceremony up into a bank-breaking showpiece, sending his wife, Lola, into a financial panic.",7.772822,"/ywIwJw7OVH2UOcqK69obv1DbJZ6.jpg","[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}, {'name': ""Betsy's Wedding"", 'id': 56975}, {'name': 'Martin Bregman Productions', 'id': 56976}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-06-22,19740070,94,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The wedding picture doesn't always tell the real story.","Betsy's Wedding","False",5,11,1990
"173",15776,"False","{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",60000000,"['Action', 'Adventure', 'Horror', 'Science Fiction']","http://www.sonypictures.com/movies/residentevilafterlife/site/",35791,"tt1220634","en","Resident Evil: Afterlife","In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",0.452934,"/wEgqGu01JtIyxXhYrr4hsgds1uZ.jpg","[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-09-09,300228084,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ja', 'name': '日本語'}]","Released","She's back...And she's bringing a few of her friends.","Resident Evil: Afterlife","False",5.8,1382,2010
"174",28846,"False",NA,0,"['Horror']",NA,256030,"tt2207484","en","Muck","After narrowly escaping an ancient burial ground, long forgotten and buried underneath the marshes of Cape Cod, a group of friends emerge from the thick, marshy darkness, tattered and bloody, lucky to be alive. They have already lost two of their friends in the marsh, presumably dead. They stumble upon an empty Cape Cod vacation house alongside the foggy marsh and break in to take shelter. Whatever was in the marsh is still after them and soon after one of them goes for help, the rest of the group learns that the evil in the marsh is not the only thing that wants them dead. Something worse, something more savage, was lying in wait just outside the marsh, in the house. What happens next is unspeakable, horror that cannot be unseen. These unlucky travelers spend their St. Patrick's Day trapped between two evils forcing them to fight, die, or go back the way they came.",1.649865,"/7FCu6d96SKyGSomKbAWWkkL0oRd.jpg","[{'name': 'WithanO Productions', 'id': 49011}, {'name': 'Universal Studios Sound Facilities', 'id': 49012}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-15,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","On this Feast of Saint Patrick, the lucky ones are already dead...","Muck","False",3.5,35,2015
"175",1822,"False",NA,1950000,"['Adventure', 'Drama', 'History', 'Romance']",NA,12311,"tt0026752","en","Mutiny on the Bounty","Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors.",7.135215,"/fL8wpFlyw9ifwkmyx0md8AvzzNb.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-11-08,4460000,132,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'ty', 'name': ''}]","Released","Clark Gable as the daring mutineer in the screen's most exciting adventure story!","Mutiny on the Bounty","False",7.1,72,1935
"176",10882,"False",NA,0,"['Drama', 'Science Fiction']","http://www.wildblueyonder.wernerherzog.com/",8410,"tt0443693","en","The Wild Blue Yonder","An alien narrates the story of his dying planet, his and his people's visitations to Earth and Earth's self-made demise, while human astronauts in space are attempting to find an alternate planet for surviving humans to live on.",0.921349,"/A2YazITtOW8iPoSHdMxYe5QSbbF.jpg","[{'name': 'Tétra Média', 'id': 2416}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-05,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"The Wild Blue Yonder","False",5.7,15,2005
"177",7611,"False",NA,0,"['Drama', 'Comedy']",NA,42013,"tt0093913","en","Sammy and Rosie Get Laid","Sammy and Rosie are an unconventional middle-class London married couple. They live in the midst of inner-city chaos, surround themselves with intellectual street people, and sleep with everybody - except each other! Things become interesting when Sammy's father, Raffi, who is a former Indian government minister, comes to London for a visit. Sammy, Rosie, and Raffi try to find meaning through their lives and loves.",1.009328,"/rNtPyL13onkTQftgOaVrcv6976K.jpg","[]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1987-10-30,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Sammy and Rosie Get Laid","False",5.7,6,1987
"178",818,"False","{'id': 115142, 'name': 'Tales from the Crypt Collection', 'poster_path': '/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg', 'backdrop_path': '/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg'}",15000000,"['Horror', 'Comedy']",NA,9431,"tt0117826","en","Bordello of Blood","Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",3.450402,"/k3DDcdfIfwKubjcFWqIkVL7cQFC.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Tales From The Crypt Holdings', 'id': 69626}, {'name': 'Universal City Studios', 'id': 69627}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-16,5600000,87,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released",NA,"Bordello of Blood","False",5,63,1996
"179",10556,"False",NA,28000000,"['Drama', 'Music', 'Romance']",NA,69,"tt0358273","en","Walk the Line","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",11.476443,"/wdxL3Zyh3O5MIbmsSiZEevJAjtQ.jpg","[{'name': 'Tree Line Films', 'id': 84}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Catfish Productions', 'id': 86}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Mars Media Beteiligungs', 'id': 6402}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-13,186438883,136,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]","Released","Love is a burning thing.","Walk the Line","False",7.3,732,2005
